Parcours (ID);Parcours (libellé court);Ligne (ID);Ligne (nom court);Point d'arrêt (ID);Point d'arrêt (nom);Ordre;Montée autorisée;Descente autorisée
0004-A-1630-2801;;0004;C4;1176;Beaulieu INSA;6;true;true
0013-B-2314-3016-1467;;0013;13;1468;La Poterie;34;true;true
0004-A-1630-2801;;0004;C4;1163;Robidou;13;true;true
0014-A-1175-1222;;0014;14;1175;Beaulieu Chimie;1;true;true
0004-A-1630-2801;;0004;C4;1293;Guilloux;21;true;true
0014-A-1175-1222;;0014;14;1634;Painlevé;7;true;true
0004-A-1630-2801;;0004;C4;1192;La Salle;23;true;true
0014-A-1175-1222;;0014;14;1403;Saint-Exupéry;8;true;true
0004-A-1630-2801;;0004;C4;1296;Université;25;true;true
0014-A-1175-1222;;0014;14;1406;Les Gayeulles;11;true;true
0004-A-1630-2801;;0004;C4;1299;Olympe de Gouges;28;true;true
0014-A-1175-1222;;0014;14;1407;Longs Prés;12;true;true
0004-B-1168-1174;;0004;C4;1173;Pont de Strasbourg;6;true;true
0014-A-1175-1222;;0014;14;1410;Hélias;14;true;true
0004-B-1168-1630;;0004;C4;1173;Pont de Strasbourg;6;true;true
0014-A-1175-1222;;0014;14;1411;Bellangerais;18;true;true
0004-B-1168-1630;;0004;C4;1204;Beaulieu INSA;12;true;true
0014-A-1175-1222;;0014;14;1303;Préfecture;27;true;true
0004-B-1168-1630;;0004;C4;2129;Atalante;15;true;true
0014-A-1175-1222;;0014;14;1221;Géniaux;39;true;true
0004-B-1168-2046;;0004;C4;1174;Plaine de Baud;8;true;true
0014-A-2143-1222;;0014;14;2064;Peupliers;2;true;true
0004-B-1168-2046;;0004;C4;2046;Atalante;15;true;true
0014-A-2143-1222;;0014;14;1204;Beaulieu INSA;9;true;true
0004-B-2801-1630;;0004;C4;2801;Grand Quartier;1;true;true
0014-A-2143-1222;;0014;14;1007;Assomption;13;true;true
0004-B-2801-1630;;0004;C4;1307;Villejean-Université;8;true;true
0014-A-2143-1222;;0014;14;1405;Europe;17;true;true
0004-B-2801-1630;;0004;C4;1169;Musée Beaux Arts;19;true;true
0014-A-2143-1222;;0014;14;1406;Les Gayeulles;18;true;true
0004-B-2801-1630;;0004;C4;1171;Pont de Châteaudun;21;true;true
0014-A-2143-1222;;0014;14;1255;Condate;24;true;true
0005-A-1103-1269;;0005;C5;1105;Héronière;3;true;true
0014-A-2143-1222;;0014;14;1411;Bellangerais;25;true;true
0005-A-1103-1269;;0005;C5;1108;Parc Gayeulles;6;true;true
0014-A-2143-1222;;0014;14;1371;Lycée Mendès France;29;true;true
0011-B-3751-1208;;0011;11;1229;Servigné;4;true;true
0005-A-1103-1269;;0005;C5;1112;Vitré Danton;9;true;true
0014-A-2143-1222;;0014;14;1303;Préfecture;34;true;true
0011-B-3751-1208;;0011;11;1508;Berthault;6;true;true
0005-A-1103-1269;;0005;C5;1114;Durafour;11;true;true
0014-A-2143-1222;;0014;14;1412;Cours Kennedy;39;true;true
0011-B-3751-1208;;0011;11;1233;Lemaistre;7;true;true
0005-A-1103-1269;;0005;C5;1117;Châteaudun;14;true;true
0014-B-1234-1312;;0014;14;1234;Roazhon Park;1;true;true
0011-B-3751-1208;;0011;11;1238;Guilloux Lorient;12;true;true
0005-A-1103-1269;;0005;C5;1052;République;17;true;true
0011-B-3751-1208;;0011;11;1242;République;16;true;true
0005-A-1103-1269;;0005;C5;1264;Pont de Nantes;21;true;true
0001-A-1732-3028;;0001;C1;1477;Gares;3;true;true
0011-B-3751-1208;;0011;11;1703;TNB;17;true;true
0005-A-1103-1269;;0005;C5;2219;Pilate;24;true;true
0001-A-1732-3028;;0001;C1;1317;Villebois-Mareuil;7;true;true
0011-B-3751-1208;;0011;11;1244;Mouézy;21;true;true
0005-A-1103-1269;;0005;C5;2218;Saint-Yves;25;true;true
0001-A-1732-3028;;0001;C1;1318;Landry;8;true;true
0011-B-3751-1746;;0011;11;1240;Le Mail;14;true;true
0005-A-1103-1269;;0005;C5;2216;Pressoirs;27;true;true
0001-A-1732-3028;;0001;C1;3009;Chantepie Mairie;13;true;true
0011-B-3751-1746;;0011;11;2036;Bas Village;29;true;true
0005-B-1269-1103;;0005;C5;1277;Pont de Nantes;9;true;true
0001-A-1732-3028;;0001;C1;3013;Deux Ruisseaux;15;true;true
0011-B-3751-1746;;0011;11;1633;Haut Sancé;33;true;true
0005-B-1269-1103;;0005;C5;1168;République;13;true;true
0001-A-2126-3028;;0001;C1;2124;Chêne Germain;2;true;true
0011-B-3751-1746;;0011;11;1076;Monnet;38;true;true
0005-B-1269-1103;;0005;C5;1148;Oberthur;17;true;true
0001-A-2126-3028;;0001;C1;1003;Gallet;6;true;true
0012-A-1669-1747;;0012;12;1669;Villejean-Université;1;true;true
0005-B-1269-1103;;0005;C5;1149;Durafour;18;true;true
0001-A-2126-3028;;0001;C1;1009;Metz Volney;12;true;true
0012-A-1669-1747;;0012;12;1671;La Harpe;4;true;true
0005-B-1269-1103;;0005;C5;1156;Le Blizz;24;true;true
0001-A-2126-3028;;0001;C1;1010;Guéhenno;13;true;true
0012-A-1669-1747;;0012;12;1653;Dulac;9;true;true
0005-B-1269-1103;;0005;C5;1157;Gayeulles Piscine;25;true;true
0001-A-2126-3028;;0001;C1;1732;République;18;true;true
0012-A-1669-1747;;0012;12;1328;Lycée Mendès France;13;true;true
0005-B-1269-1103;;0005;C5;1103;Saint-Laurent;28;true;true
0001-A-2126-3028;;0001;C1;3013;Deux Ruisseaux;32;true;true
0012-A-1669-1747;;0012;12;1101;Trois Croix;15;true;true
0006-A-1161-2277;;0006;C6;1402;Cité Judiciaire;11;true;true
0001-B-3028-1315;;0001;C1;1057;Laënnec;16;true;true
0012-A-1669-1747;;0012;12;1329;Lenoir;18;true;true
0006-A-2089-2277;;0006;C6;1160;Tournebride;16;true;true
0001-B-3028-2126;;0001;C1;3032;Gériatrie;3;true;true
0012-A-1669-1747;;0012;12;1027;Hôtel Dieu;21;true;true
0006-A-2089-2277;;0006;C6;1700;François Château;19;true;true
0001-B-3028-2126;;0001;C1;1324;Domaine;10;true;true
0012-A-1669-1747;;0012;12;1122;Gare Sud Féval;27;true;true
0006-A-2089-2277;;0006;C6;1605;Pont de Strasbourg;20;true;true
0001-B-3028-2126;;0001;C1;1470;Villebois-Mareuil;12;true;true
0012-A-1669-1747;;0012;12;1140;Jacques Cartier;29;true;true
0006-A-2089-2277;;0006;C6;1017;La Criée;26;true;true
0001-B-3028-2126;;0001;C1;1213;Croix Saint-Hélier;15;true;true
0012-A-1669-1747;;0012;12;1341;Landrel;37;true;true
0006-A-2089-2277;;0006;C6;1591;Jules Verne;31;true;true
0001-B-3028-2126;;0001;C1;1143;Charles de Gaulle;18;true;true
0012-A-1669-1747;;0012;12;1342;Pologne;38;true;true
0006-A-2089-2277;;0006;C6;1589;Jules Maniez;33;true;true
0001-B-3028-2126;;0001;C1;1706;Place Pasteur;20;true;true
0012-A-1669-1747-1356;;0012;12;1669;Villejean-Université;1;true;true
0006-A-2089-2277;;0006;C6;2243;Aire Libre;43;true;true
0001-B-3028-2126;;0001;C1;1705;Fossés;21;true;true
0012-A-1669-1747-1356;;0012;12;1673;Parc Beauregard;6;true;true
0006-B-2277-2089;;0006;C6;2223;Abbé Grimault;3;true;true
0001-B-3028-2126;;0001;C1;1031;Metz Volney;25;true;true
0012-A-1669-1747-1356;;0012;12;1674;Malraux;7;true;true
0006-B-2277-2089;;0006;C6;2214;Médiathèque;6;true;true
0001-B-3028-2126;;0001;C1;1035;Mirabeau;29;true;true
0012-A-1669-1747-1356;;0012;12;1042;Cimetière Nord;16;true;true
0006-B-2277-2089;;0006;C6;2280;Saint-Jacques - Gaîté;10;true;true
0002-A-2844-1071;;0002;C2;2809;Discalceat;7;true;true
0012-A-1669-1747-1356;;0012;12;1043;Saint-Martin;17;true;true
0006-B-2277-2089;;0006;C6;1588;Jules Maniez;12;true;true
0002-A-2844-1071;;0002;C2;2813;Haut Trait;9;true;true
0012-A-1669-1747-1356;;0012;12;1027;Hôtel Dieu;21;true;true
0006-B-2277-2089;;0006;C6;2019;Champs Péans;30;true;true
0002-A-2844-1071;;0002;C2;1040;Donelière;13;true;true
0012-A-1669-1747-1356;;0012;12;1721;Gares;26;true;true
0006-B-2277-2089;;0006;C6;2020;Taillis;31;true;true
0002-A-2844-1071;;0002;C2;1042;Cimetière Nord;15;true;true
0012-A-1669-1747-1356;;0012;12;1340;Gide;36;true;true
0006-B-2277-2089;;0006;C6;2022;Sports et Nature;33;true;true
0002-A-2844-1071;;0002;C2;1044;Pierre Legrand;17;true;true
0012-A-1669-1747-1356;;0012;12;1342;Pologne;38;true;true
0006-B-2277-2089;;0006;C6;2028;La Coulée;39;true;true
0002-A-2844-1071;;0002;C2;1046;Anatole France;18;true;true
0012-B-1747-1669;;0012;12;1363;Sainte-Thérèse;8;true;true
0007-A-1732-2337;;0007;C7;2281;Saint-Jacques - Gaîté;2;true;true
0002-A-2844-1071;;0002;C2;1242;République;24;true;true
0012-B-1747-1669;;0012;12;1366;Châtillon;11;true;true
0007-A-1732-2337;;0007;C7;2211;Maltière;3;true;true
0002-A-2844-1071;;0002;C2;1477;Gares;26;true;true
0012-B-1747-1669;;0012;12;9231;Gare Sud Féval;12;true;true
0007-A-1732-2337;;0007;C7;2241;St-Jacques Mairie;4;true;true
0002-B-1071-2844;;0002;C2;1071;Haut Sancé;1;true;true
0012-B-1747-1669;;0012;12;1369;Auberge de Jeunesse;21;true;true
0007-A-1732-2337;;0007;C7;2245;Haut Bois;5;true;true
0002-B-1071-2844;;0002;C2;1093;Horizons;20;true;true
0012-B-1747-1669;;0012;12;2863;Cerisaie;29;true;true
0007-A-1732-2337;;0007;C7;2331;Noë;17;true;true
0002-B-1071-2844;;0002;C2;1100;Cimetière Nord;26;true;true
0012-B-1747-1669;;0012;12;1678;Malraux;33;true;true
0007-A-1732-2337;;0007;C7;2361;Bruz Centre;20;true;true
0002-B-1071-2844;;0002;C2;2846;Ricoquais;38;true;true
0012-B-1747-1669;;0012;12;1681;La Harpe;36;true;true
0007-A-1732-2337;;0007;C7;2334;Pasteur;21;true;true
0002-B-1071-2844;;0002;C2;2843;Nobel;39;true;true
0013-A-3016-2284-1440;;0013;13;3007;Loges;7;true;true
0007-A-1732-2337;;0007;C7;2336;Champ Niguel;23;true;true
0002-B-1071-2844-2807;;0002;C2;1072;CARSAT;2;true;true
0013-A-3016-2284-1440;;0013;13;1344;Galicie;11;true;true
0007-A-2281-2337;;0007;C7;2316;Etangs;6;true;true
0002-B-1071-2844-2807;;0002;C2;1075;Bourgueil;5;true;true
0013-A-3016-2284-1440;;0013;13;1441;Triangle;15;true;true
0007-A-2281-2337;;0007;C7;2323;Rabine;13;true;true
0002-B-1071-2844-2807;;0002;C2;1080;Calmette;10;true;true
0013-A-3016-2284-1440;;0013;13;1444;Combes;18;true;true
0007-A-2281-2337;;0007;C7;2331;Noë;16;true;true
0002-B-1071-2844-2807;;0002;C2;1056;Gares;15;true;true
0013-A-3016-2284-1440;;0013;13;1622;Alma;22;true;true
0007-A-2281-2337;;0007;C7;2332;Epalet;17;true;true
0002-B-1071-2844-2807;;0002;C2;1092;Les Lices;19;true;true
0013-A-3016-2284-1440;;0013;13;1449;Norvège;24;true;true
0007-A-2281-2337;;0007;C7;2361;Bruz Centre;19;true;true
0002-B-1071-2844-2807;;0002;C2;1093;Horizons;20;true;true
0013-A-3016-2284-1440;;0013;13;2207;Lilas;30;true;true
0007-A-2281-2337;;0007;C7;2334;Pasteur;20;true;true
0002-B-1071-2844-2807;;0002;C2;2807;Pontay;36;true;true
0013-A-3016-2314;;0013;13;3018;Rocade Sud;8;true;true
0007-A-2281-2337;;0007;C7;2337;Lavoisier;23;true;true
0003-A-1252-1509;;0003;C3;1253;Monts d'Arrée;2;true;true
0013-A-3016-2314;;0013;13;1344;Galicie;11;true;true
0007-A-2281-2337-2243;;0007;C7;2288;Jules Vallès;8;true;true
0003-A-1252-1509;;0003;C3;1262;Les Prairies;11;true;true
0013-A-3016-2314;;0013;13;1134;Canada;22;true;true
0007-A-2281-2337-2243;;0007;C7;2244;Parc Expo;9;true;true
0003-A-1252-1509;;0003;C3;1555;Fossés;15;true;true
0013-A-3016-2314;;0013;13;2213;Jean Marin;33;true;true
0007-A-2281-2337-2243;;0007;C7;2315;Lande du Pont;10;true;true
0003-A-1252-1509;;0003;C3;1124;Jacques Cartier;21;true;true
0013-A-3016-2314;;0013;13;2203;Médiathèque;34;true;true
0007-A-2281-2337-2243;;0007;C7;2316;Etangs;11;true;true
0003-A-1252-1509;;0003;C3;1623;Alma;28;true;true
0013-A-3016-2314;;0013;13;2233;Abbé Grimault;37;true;true
0007-A-2281-2337-2243;;0007;C7;2320;Croix Madame;14;true;true
0003-A-1252-1509;;0003;C3;1509;Henri Fréville;29;true;true
0013-A-3016-2314-1440;;0013;13;3037;Chantepie Eglise;5;true;true
0007-A-2281-2337-2243;;0007;C7;2332;Epalet;22;true;true
0003-B-1509-1252;;0003;C3;1134;Canada;3;true;true
0013-A-3016-2314-1440;;0013;13;1347;Torigné;14;true;true
0001-A-1732-3028;;0001;C1;1321;Sauvaie;11;true;true
0007-A-2281-2337-2243;;0007;C7;2334;Pasteur;25;true;true
0003-B-1509-1252;;0003;C3;1135;Suède;4;true;true
0013-A-3016-2314-1440;;0013;13;1449;Norvège;24;true;true
0001-A-1732-3028;;0001;C1;3038;Chantepie Eglise;14;true;true
0007-A-2281-2337-2243;;0007;C7;2336;Champ Niguel;27;true;true
0003-B-1509-1252;;0003;C3;1138;Garigliano;7;true;true
0013-A-3016-2314-1440;;0013;13;2273;Jean Pont;29;true;true
0001-A-1732-3028;;0001;C1;3001;Gériatrie;16;true;true
0007-A-2281-2361;;0007;C7;2331;Noë;16;true;true
0003-B-1509-1252;;0003;C3;1140;Jacques Cartier;9;true;true
0013-A-3016-2314-1440;;0013;13;2203;Médiathèque;35;true;true
0001-A-1732-3028;;0001;C1;3029;Touche Annette;17;true;true
0007-A-2281-2361;;0007;C7;2348;Victor Hugo;18;true;true
0003-B-1509-1252;;0003;C3;9231;Gare Sud Féval;10;true;true
0013-B-2284-3016-1467;;0013;13;1457;Norvège;8;true;true
0001-A-2126-3028;;0001;C1;1002;Bouzat;5;true;true
0007-A-2377-2361;;0007;C7;2324;Haut Launay;5;true;true
0003-B-1509-1252;;0003;C3;1563;République;12;true;true
0013-B-2284-3016-1467;;0013;13;1623;Alma;10;true;true
0001-A-2126-3028;;0001;C1;1005;Mirabeau;8;true;true
0007-B-2338-2281;;0007;C7;2361;Bruz Centre;5;true;true
0003-B-1509-1252;;0003;C3;1706;Place Pasteur;13;true;true
0013-B-2284-3016-1467;;0013;13;1460;Argonautes;12;true;true
0001-A-2126-3028;;0001;C1;1477;Gares;20;true;true
0007-B-2338-2281;;0007;C7;2375;Châteliers;9;true;true
0003-B-1509-1252;;0003;C3;1572;Vincennes;16;true;true
0013-B-2284-3016-1467;;0013;13;1462;Combes;14;true;true
0001-A-2126-3028;;0001;C1;1317;Villebois-Mareuil;24;true;true
0007-B-2338-2281;;0007;C7;2240;St-Jacques Mairie;21;true;true
0003-B-1509-1252;;0003;C3;1279;Rectorat;17;true;true
0013-B-2284-3016-1467;;0013;13;1463;Binquenais Collège;16;true;true
0001-A-2126-3028;;0001;C1;1318;Landry;25;true;true
0007-B-2338-2281;;0007;C7;2206;Maltière;22;true;true
0003-B-1509-1252;;0003;C3;1280;Les Prairies;18;true;true
0013-B-2284-3016-1467;;0013;13;3003;Bourgogne;28;true;true
0001-A-2126-3028;;0001;C1;1319;Domaine;26;true;true
0007-B-2338-2281-2237;;0007;C7;2344;Noë;8;true;true
0003-B-1509-1252;;0003;C3;1286;Bellangerais;24;true;true
0013-B-2314-3016;;0013;13;2263;Jean Jaurès;11;true;true
0001-A-2126-3028;;0001;C1;1321;Sauvaie;28;true;true
0007-B-2338-2281-2237;;0007;C7;2322;Vert Buisson;12;true;true
0004-A-1161-1052;;0004;C4;1164;Pont de Châteaudun;5;true;true
0013-B-2314-3016;;0013;13;1454;Bréquigny Piscine;17;true;true
0001-A-2126-3028;;0001;C1;3008;Loges;29;true;true
0007-B-2338-2281-2237;;0007;C7;2289;Jules Vallès;21;true;true
0004-A-1536-1167;;0004;C4;1536;Atalante;1;true;true
0013-B-2314-3016;;0013;13;1459;Henri Fréville;23;true;true
0001-A-2126-3028;;0001;C1;3028;Rosa Parks;35;true;true
0007-B-2338-2281-2237;;0007;C7;2238;Centre Météo;22;true;true
0004-A-1536-1167;;0004;C4;1291;IUT;2;true;true
0013-B-2314-3016-1467;;0013;13;2202;Collège Jean Moulin;8;true;true
0001-B-3028-1315;;0001;C1;3027;Touche Annette;2;true;true
0007-B-2338-2281-2237;;0007;C7;2237;Aire Libre;23;true;true
0004-A-1536-1167;;0004;C4;1176;Beaulieu INSA;4;true;true
0013-B-2314-3016-1467;;0013;13;2214;Médiathèque;9;true;true
0001-B-3028-1315;;0001;C1;3032;Gériatrie;3;true;true
0007-B-2338-2281-2237;;0007;C7;2239;Haut Bois;25;true;true
0004-A-1536-1167;;0004;C4;1160;Tournebride;6;true;true
0013-B-2314-3016-1467;;0013;13;1455;Lycée Bréquigny;18;true;true
0001-B-3028-1315;;0001;C1;1322;Sauvaie;8;true;true
0007-B-2338-2281-2237;;0007;C7;2206;Maltière;27;true;true
0004-A-1536-1167;;0004;C4;1700;François Château;9;true;true
0013-B-2314-3016-1467;;0013;13;1456;Coubertin;19;true;true
0001-B-3028-1315;;0001;C1;1470;Villebois-Mareuil;12;true;true
0007-B-2361-2281;;0007;C7;2353;Victor Hugo;2;true;true
0004-A-1536-1167;;0004;C4;1605;Pont de Strasbourg;10;true;true
0013-B-2314-3016-1467;;0013;13;1460;Argonautes;24;true;true
0001-B-3028-2126;;0001;C1;3027;Touche Annette;2;true;true
0007-B-2361-2281;;0007;C7;2308;Croix Madame;11;true;true
0004-A-1536-1167;;0004;C4;1167;République;15;true;true
0013-B-2314-3016-1467;;0013;13;3020;Val Blanc;35;true;true
0001-B-3028-2126;;0001;C1;1322;Sauvaie;8;true;true
0007-B-2361-2376;;0007;C7;2361;Bruz Centre;1;true;true
0004-A-1630-2801;;0004;C4;1605;Pont de Strasbourg;12;true;true
0013-B-2314-3016-1467;;0013;13;3009;Chantepie Mairie;38;true;true
0001-B-3028-2126;;0001;C1;1036;Donzelot;30;true;true
0007-B-2361-2376;;0007;C7;2353;Victor Hugo;2;true;true
0004-A-1630-2801;;0004;C4;1166;Musée Beaux Arts;16;true;true
0013-B-2314-3016-1467;;0013;13;3022;Hallouvry;41;true;true
0001-B-3028-2126;;0001;C1;2127;Champs Blancs;36;true;true
0010-A-1175-1390;;0010;10;1185;Legraverend;15;true;true
0004-A-1630-2801;;0004;C4;1298;Bois Labbé;27;true;true
0014-A-1175-1222;;0014;14;1007;Assomption;6;true;true
0002-A-2844-1071;;0002;C2;2817;CHP Saint-Grégoire;10;true;true
0010-A-1175-1390;;0010;10;1048;Brest Verdun;18;true;true
0004-A-1630-2801;;0004;C4;1304;Cucillé - Frac;29;true;true
0014-A-1175-1222;;0014;14;1405;Europe;10;true;true
0002-A-2844-1071;;0002;C2;1328;Lycée Mendès France;12;true;true
0010-A-1175-1390;;0010;10;1718;Vaneau;19;true;true
0004-A-1630-2801;;0004;C4;2801;Grand Quartier;33;true;true
0014-A-1175-1222;;0014;14;1626;Armorique;19;true;true
0002-A-2844-1071;;0002;C2;1063;Monsieur Vincent;32;true;true
0010-A-1175-1390;;0010;10;1397;Dargent;22;true;true
0004-B-1168-1630;;0004;C4;1699;François Château;7;true;true
0014-A-1175-1222;;0014;14;1041;Trois Croix;20;true;true
0002-A-2844-1071;;0002;C2;1077;La Poterie;34;true;true
0010-A-1175-1390;;0010;10;1385;Cleunay;24;true;true
0004-B-1168-1630;;0004;C4;1174;Plaine de Baud;8;true;true
0014-A-1175-1222;;0014;14;2803;La Plesse;23;true;true
0002-B-1071-2844;;0002;C2;1073;Ronceray;3;true;true
0010-A-1175-1390;;0010;10;1387;Récipon;26;true;true
0004-B-1168-1630;;0004;C4;1739;Beaulieu Chimie;11;true;true
0014-A-1175-1222;;0014;14;1307;Villejean-Université;31;true;true
0002-B-1071-2844;;0002;C2;1650;La Poterie;7;true;true
0010-B-1390-1312;;0010;10;1396;Champion de Cicé;7;true;true
0004-B-1168-2046;;0004;C4;1169;Musée Beaux Arts;2;true;true
0014-A-1175-1222;;0014;14;1423;Villejean-Churchill;33;true;true
0002-B-1071-2844;;0002;C2;1078;Lycée Descartes;8;true;true
0010-B-1390-1312;;0010;10;1094;Brest Verdun;12;true;true
0004-B-1168-2046;;0004;C4;1604;Les Préales;9;true;true
0014-A-1175-1222;;0014;14;1222;Roazhon Park;40;true;true
0002-B-1071-2844;;0002;C2;1082;Piré;12;true;true
0010-B-1390-1312;;0010;10;1196;Dinan;16;true;true
0004-B-1168-2046;;0004;C4;1314;IUT;14;true;true
0014-A-2143-1222;;0014;14;2065;Cesson Gare;3;true;true
0002-B-1071-2844;;0002;C2;1213;Croix Saint-Hélier;13;true;true
0010-B-1390-1312;;0010;10;1197;Sévigné;18;true;true
0004-B-2801-1630;;0004;C4;1652;Dulac;2;true;true
0014-A-2143-1222;;0014;14;2017;Champs Péans;7;true;true
0002-B-1071-2844;;0002;C2;1051;Place de Bretagne;18;true;true
0011-A-1208-3751;;0011;11;1056;Gares;8;true;true
0004-B-2801-1630;;0004;C4;1303;Préfecture;4;true;true
0014-A-2143-1222;;0014;14;1175;Beaulieu Chimie;8;true;true
0002-B-1071-2844;;0002;C2;2824;Vivier Louis;36;true;true
0011-A-1208-3751;;0011;11;1702;TNB;9;true;true
0004-B-2801-1630;;0004;C4;1305;Olympe de Gouges;6;true;true
0014-A-2143-1222;;0014;14;1404;Trégain;16;true;true
0002-B-1071-2844;;0002;C2;2825;Camus;37;true;true
0011-A-1208-3751;;0011;11;1218;Guilloux Lorient;14;true;true
0004-B-2801-1630;;0004;C4;1294;Marbeuf;13;true;true
0014-A-2143-1222;;0014;14;1253;Monts d'Arrée;22;true;true
0002-B-1071-2844;;0002;C2;2844;Champ Daguet;40;true;true
0011-A-1208-3751;;0011;11;1728;Berthault;20;true;true
0004-B-2801-1630;;0004;C4;1240;Le Mail;16;true;true
0014-A-2143-1222;;0014;14;1041;Trois Croix;27;true;true
0002-B-1071-2844-2807;;0002;C2;1052;République;17;true;true
0011-A-1746-1222;;0011;11;1066;Monnet;2;true;true
0004-B-2801-1630;;0004;C4;1170;Paul Bert;20;true;true
0014-A-2143-1222;;0014;14;2803;La Plesse;30;true;true
0002-B-1071-2844-2807;;0002;C2;1095;La Touche;22;true;true
0011-A-1746-1222;;0011;11;2102;Erbonière;13;true;true
0005-A-1103-1269;;0005;C5;1103;Saint-Laurent;1;true;true
0014-A-2143-1222;;0014;14;2863;Cerisaie;31;true;true
0002-B-1071-2844-2807;;0002;C2;1099;Saint-Martin;25;true;true
0011-A-1746-1222;;0011;11;1629;Pré Garel;15;true;true
0005-A-1103-1269;;0005;C5;1106;Gayeulles Piscine;4;true;true
0014-A-2143-1222;;0014;14;1543;Léonard;33;true;true
0002-B-1071-2844-2807;;0002;C2;1100;Cimetière Nord;26;true;true
0011-A-1746-1222;;0011;11;1210;Cimetière de l'Est;18;true;true
0005-A-1103-1269;;0005;C5;1118;Thabor;15;true;true
0014-A-2143-1222;;0014;14;1414;Merlin;41;true;true
0002-B-1071-2844-2807;;0002;C2;2816;La Plesse;30;true;true
0011-A-1746-3751;;0011;11;1069;Ronceray;5;true;true
0005-A-1103-1269;;0005;C5;1644;Place Pasteur;16;true;true
0014-A-2143-1222;;0014;14;1499;Colin;42;true;true
0002-B-1071-2844-2807;;0002;C2;2819;Forge;33;true;true
0011-A-1746-3751;;0011;11;2035;Forum;10;true;true
0005-A-1103-1269;;0005;C5;1019;Cité Judiciaire;20;true;true
0014-A-2143-1222;;0014;14;1421;Chambre Agriculture;43;true;true
0003-A-1252-1509;;0003;C3;1258;Houx Cité U;7;true;true
0011-A-1746-3751;;0011;11;2061;Charmilles;12;true;true
0005-A-1103-1269;;0005;C5;2228;Pigeon Blanc;26;true;true
0014-A-2143-1222;;0014;14;1419;Les Arts;45;true;true
0003-A-1252-1509;;0003;C3;1261;Volney;10;true;true
0011-A-1746-3751;;0011;11;1056;Gares;23;true;true
0005-A-1103-1269;;0005;C5;1267;Félix Eboué;28;true;true
0003-A-1252-1509;;0003;C3;1125;Sacrés Coeurs;22;true;true
0011-A-1746-3751;;0011;11;1219;Papeteries;30;true;true
0005-A-1103-1269;;0005;C5;1269;Lycée Bréquigny;30;true;true
0003-A-1252-1509;;0003;C3;1128;Champs Manceaux;25;true;true
0011-A-1746-3751;;0011;11;1222;Roazhon Park;33;true;true
0005-B-1269-1103;;0005;C5;1269;Lycée Bréquigny;1;true;true
0003-B-1509-1252;;0003;C3;1143;Charles de Gaulle;11;true;true
0011-A-1746-3751;;0011;11;1539;Lemaistre;34;true;true
0005-B-1269-1103;;0005;C5;1273;Saint-Yves;5;true;true
0003-B-1509-1252;;0003;C3;1282;Gros-Chêne;20;true;true
0011-B-1167-4151;;0011;11;2123;Buisson;12;true;true
0005-B-1269-1103;;0005;C5;1276;Foyer Rennais;8;true;true
0003-B-1509-1252;;0003;C3;1288;Neruda;26;true;true
0011-B-1167-4151;;0011;11;2037;Erbonière;13;true;true
0005-B-1269-1103;;0005;C5;1022;Colombier;11;true;true
0004-A-1536-1167;;0004;C4;1688;Becquerel;3;true;true
0011-B-1167-4151;;0011;11;4159;Provence;23;true;true
0005-B-1269-1103;;0005;C5;1683;Turmel;21;true;true
0004-A-1630-2801;;0004;C4;1630;ZA Saint-Sulpice;1;true;true
0011-B-1167-4151;;0011;11;4161;Mainguère;25;true;true
0005-B-1269-1103;;0005;C5;1373;Hôtel de Région;27;true;true
0004-A-1630-2801;;0004;C4;1536;Atalante;3;true;true
0011-B-1230-1242;;0011;11;1234;Roazhon Park;4;true;true
0006-A-1161-2277;;0006;C6;1166;Musée Beaux Arts;7;true;true
0004-A-1630-2801;;0004;C4;1700;François Château;11;true;true
0011-B-1230-1242;;0011;11;1235;Géniaux;5;true;true
0006-A-1161-2277;;0006;C6;1052;République;8;true;true
0004-A-1630-2801;;0004;C4;1051;Place de Bretagne;18;true;true
0011-B-1230-1242;;0011;11;1091;Place de Bretagne;11;true;true
0006-A-1161-2277;;0006;C6;2213;Jean Marin;21;true;true
0004-A-1630-2801;;0004;C4;1216;Le Mail;19;true;true
0011-B-1234-1746;;0011;11;1091;Place de Bretagne;8;true;true
0006-A-1161-2277;;0006;C6;2224;Morinais;24;true;true
0004-A-1630-2801;;0004;C4;1295;Berger;24;true;true
0011-B-1234-1746;;0011;11;1703;TNB;10;true;true
0006-A-1161-2277;;0006;C6;2277;Aéroport;27;true;true
0004-B-1168-1630;;0004;C4;1604;Les Préales;9;true;true
0011-B-1234-1746;;0011;11;1244;Mouézy;14;true;true
0006-A-2089-2277;;0006;C6;2089;Rigourdière;1;true;true
